ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Total_Spend,Total_Purchases,Total_Campaigns_Accepted,Tenure,Age_Group,Customer_Value,Recency_Segment
8164,1978,PhD,Married,82170.0,0,0,2013-11-25,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,0,0,0,0,3,11,0,47,1908,21,0,4580,45-60,Low,Very Inactive
4580,1969,Graduate,Married,75759.0,0,0,2013-10-25,46,1394,22,708,89,91,182,1,9,7,9,5,1,0,1,1,0,0,3,11,1,56,2486,31,4,4611,45-60,Low,Very Inactive
9305,1976,2n Cycle,Single,79689.0,0,0,2013-05-12,65,311,26,640,180,37,121,1,4,9,13,2,0,0,0,0,0,0,3,11,0,49,1315,29,0,4777,45-60,Low,Very Inactive
453,1956,PhD,Widow,35340.0,1,1,2014-06-29,1,27,0,12,0,1,5,2,2,0,3,5,0,0,0,0,0,0,3,11,0,69,45,12,0,4364,60+,Low,Very Inactive
8545,1954,Graduate,Divorced,85683.0,0,0,2014-03-21,6,1296,17,311,45,69,51,1,2,4,10,1,0,1,1,1,1,0,3,11,1,71,1789,18,5,4464,60+,Low,Very Inactive
9850,1972,2n Cycle,Married,24884.0,1,0,2012-11-29,32,3,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0,0,3,11,0,53,19,11,0,4941,45-60,Low,Very Inactive
7378,1981,Master,Together,42021.0,1,0,2012-08-31,34,393,5,136,7,5,27,5,10,1,6,9,1,0,0,0,0,0,3,11,0,44,573,31,1,5031,30-45,Low,Very Inactive
7646,1989,Graduate,Single,64449.0,1,0,2014-02-18,70,218,63,282,137,35,70,4,5,3,12,4,0,0,0,0,0,0,3,11,0,36,805,28,0,4495,30-45,Low,Very Inactive
1640,1954,Graduate,Divorced,64587.0,1,1,2014-06-22,49,66,0,16,0,6,20,2,1,1,4,3,0,0,0,0,0,0,3,11,0,71,108,11,0,4371,60+,Low,Very Inactive
5184,1995,Graduate,Single,34824.0,0,0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,30,23,10,0,4459,<30,Low,Very Inactive
8492,1978,Graduate,Together,75437.0,0,0,2013-11-09,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,3,11,0,47,1493,29,1,4596,45-60,Low,Very Inactive
11188,1957,Graduate,Together,26091.0,1,1,2014-02-25,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,3,11,0,68,89,14,0,4488,60+,Low,Very Inactive
1212,1973,Graduate,Married,52845.0,1,0,2013-08-13,7,384,25,292,130,41,64,3,8,8,6,6,1,0,0,0,0,0,3,11,0,52,936,31,1,4684,45-60,Low,Very Inactive
9097,1956,Graduate,Divorced,46086.0,0,1,2013-11-03,34,244,8,32,7,2,50,4,3,1,8,4,0,0,0,0,0,0,3,11,0,69,343,20,0,4602,60+,Low,Very Inactive
10473,1956,PhD,Widow,78028.0,0,1,2012-09-10,38,158,19,288,25,0,38,1,6,4,9,7,0,1,1,0,0,0,3,11,1,69,528,27,3,5021,60+,Low,Very Inactive
7962,1987,PhD,Single,95169.0,0,0,2013-10-09,1,1285,21,449,106,20,20,1,4,3,4,1,0,0,1,1,0,0,3,11,1,38,1901,13,3,4627,30-45,Low,Very Inactive
9984,1981,2n Cycle,Married,56337.0,1,1,2013-03-27,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,0,3,11,1,44,724,30,3,4823,30-45,Low,Very Inactive
5527,1987,Graduate,Together,22434.0,1,0,2013-02-13,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,3,11,0,38,58,15,0,4865,30-45,Low,Very Inactive
6374,1954,PhD,Married,36930.0,0,1,2013-05-17,50,223,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0,0,3,11,0,71,297,24,0,4772,60+,Low,Very Inactive
7453,1954,Graduate,Single,36130.0,0,1,2013-02-02,46,157,43,127,68,56,37,6,3,8,4,4,1,0,0,0,0,0,3,11,1,71,488,25,2,4876,60+,Low,Very Inactive
8952,1953,Master,Married,65569.0,0,1,2012-11-05,96,397,46,288,20,38,70,2,6,5,10,3,0,0,0,0,0,0,3,11,0,72,859,26,0,4965,60+,Low,Very Inactive
241,1952,Graduate,Together,83844.0,0,0,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,3,11,0,73,1574,21,1,4777,60+,Low,Very Inactive
8975,1968,Graduate,Married,19514.0,1,1,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,0,57,69,18,1,4518,45-60,Low,Very Inactive
6119,1963,PhD,Single,36736.0,1,1,2013-05-10,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,62,17,10,0,4779,60+,Low,Very Inactive
5236,1979,Graduate,Together,77568.0,0,1,2012-08-25,30,1230,0,396,232,178,158,1,10,2,8,5,0,1,1,1,0,0,3,11,0,46,2194,26,3,5037,45-60,Low,Very Inactive
5723,1976,PhD,Together,49187.0,0,1,2014-01-11,63,81,1,31,2,1,0,1,1,1,5,2,0,0,0,0,0,0,3,11,0,49,116,10,0,4533,45-60,Low,Very Inactive
1710,1978,Graduate,Single,30168.0,1,0,2013-03-07,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,3,11,0,47,279,27,0,4843,45-60,Low,Very Inactive
1970,1968,Master,Together,34053.0,0,1,2012-09-10,14,63,0,21,7,0,12,1,3,0,3,8,0,0,0,0,0,0,3,11,0,57,103,15,0,5021,45-60,Low,Very Inactive
5313,1971,Master,Married,38196.0,1,1,2014-04-18,20,30,0,11,0,0,3,3,2,0,4,5,0,0,0,0,0,0,3,11,0,54,44,14,0,4436,45-60,Low,Very Inactive
10634,1951,Master,Married,59412.0,0,0,2014-04-19,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,3,11,0,74,406,18,0,4435,60+,Low,Very Inactive
7010,1965,2n Cycle,Married,70924.0,0,0,2014-04-07,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,3,11,0,60,1363,23,1,4447,45-60,Low,Very Inactive
8562,1969,Graduate,Together,54165.0,0,0,2013-05-28,72,127,4,73,15,6,11,1,2,1,7,2,0,0,0,0,0,0,3,11,0,56,236,13,0,4761,45-60,Low,Very Inactive
3158,1973,Graduate,Married,32300.0,1,0,2013-01-03,1,13,3,6,6,5,6,1,1,0,3,8,0,0,0,0,0,0,3,11,0,52,39,13,0,4906,45-60,Low,Very Inactive
4436,1976,Graduate,Single,20180.0,0,0,2013-02-20,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,3,11,0,49,137,15,0,4858,45-60,Low,Very Inactive
5287,1973,Graduate,Married,34961.0,1,0,2014-06-19,77,45,2,26,4,1,1,3,3,1,3,7,0,0,0,0,0,0,3,11,0,52,79,17,0,4374,45-60,Low,Very Inactive
2445,1974,PhD,Together,28440.0,1,0,2013-07-07,87,38,1,24,0,0,0,1,2,0,3,8,0,0,0,0,0,0,3,11,0,51,63,14,0,4721,45-60,Low,Very Inactive
6059,1953,PhD,Together,64504.0,1,2,2013-03-04,81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,0,3,11,1,72,1314,32,1,4846,60+,Low,Very Inactive
4550,1966,Master,Together,33564.0,0,1,2014-06-24,51,61,0,3,0,0,7,1,1,1,3,5,0,0,0,0,0,0,3,11,0,59,71,11,0,4369,45-60,Low,Very Inactive
4240,1978,Graduate,Married,17345.0,1,0,2012-11-03,79,4,9,16,17,0,12,2,2,1,2,8,0,0,0,0,0,0,3,11,0,47,58,15,0,4967,45-60,Low,Very Inactive
8911,1967,PhD,Married,56320.0,0,1,2013-04-08,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,3,11,0,58,702,25,0,4811,45-60,Low,Very Inactive
3706,1978,Graduate,Single,28647.0,1,0,2013-08-21,54,19,8,29,0,12,26,1,2,2,2,7,1,0,0,0,0,0,3,11,1,47,94,14,2,4676,45-60,Low,Very Inactive
3628,1987,Basic,Single,15038.0,1,0,2013-01-29,93,4,8,11,19,12,26,2,2,1,2,9,0,0,0,0,0,0,3,11,0,38,80,16,0,4880,30-45,Low,Very Inactive
10175,1958,PhD,Divorced,32173.0,0,1,2013-08-01,0,18,0,2,0,0,2,1,1,0,3,4,0,0,0,0,0,0,3,11,0,67,22,9,0,4696,60+,Low,Very Inactive
8985,1964,2n Cycle,Together,68316.0,0,1,2012-11-04,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,3,11,0,61,1211,38,0,4966,60+,Low,Very Inactive
5204,1971,Graduate,Together,74538.0,0,0,2013-06-29,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,0,3,11,1,54,1461,25,2,4729,45-60,Low,Very Inactive
9220,1971,Graduate,Single,91700.0,0,0,2013-01-17,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,0,3,11,1,54,1968,23,1,4892,45-60,Low,Very Inactive
9888,1969,Graduate,Together,68695.0,0,0,2014-06-25,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,3,11,0,56,1091,18,0,4368,45-60,Low,Very Inactive
5263,1977,2n Cycle,Married,31056.0,1,0,2013-01-22,99,5,10,13,3,8,16,1,1,0,3,8,0,0,0,0,0,0,3,11,0,48,55,13,0,4887,45-60,Low,Very Inactive
1020,1973,Graduate,Married,79593.0,0,0,2014-05-12,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,3,11,0,52,1366,21,1,4412,45-60,Low,Very Inactive
9503,1980,Graduate,Single,28071.0,0,0,2012-08-29,65,39,33,130,41,26,44,2,5,1,5,8,0,0,0,0,0,0,3,11,0,45,313,21,0,5033,30-45,Low,Very Inactive
10613,1958,PhD,Together,37334.0,1,1,2014-02-26,44,26,1,16,2,2,15,4,3,0,4,4,0,0,0,0,0,0,3,11,0,67,62,15,0,4487,60+,Low,Very Inactive
67,1972,Master,Single,46423.0,1,1,2013-09-18,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,3,11,0,53,92,16,0,4648,45-60,Low,Very Inactive
6019,1971,PhD,Married,37126.0,1,0,2014-03-30,9,45,3,9,4,4,7,1,1,2,2,6,1,0,0,0,0,0,3,11,1,54,72,12,2,4455,45-60,Low,Very Inactive
5863,1953,Graduate,Married,47703.0,0,1,2013-05-29,95,359,0,134,13,26,123,4,6,3,8,5,0,0,0,0,0,0,3,11,0,72,655,26,0,4760,60+,Low,Very Inactive
3717,1959,Graduate,Married,61180.0,0,1,2014-04-23,70,403,24,29,6,24,218,2,5,5,6,3,1,0,0,0,0,0,3,11,0,66,704,21,1,4431,60+,Low,Very Inactive
6730,1954,Graduate,Married,38998.0,1,1,2012-11-03,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,1,3,11,0,71,54,16,0,4967,60+,Low,Very Inactive
10749,1991,Graduate,Single,8028.0,0,0,2012-09-18,62,73,18,66,7,12,2,15,0,1,0,19,0,0,0,0,0,0,3,11,0,34,178,35,0,5013,30-45,Low,Very Inactive
4998,1962,Graduate,Together,76081.0,0,0,2014-05-23,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,3,11,0,63,1033,16,1,4401,60+,Low,Very Inactive
6287,1986,Graduate,Together,34728.0,1,0,2013-07-30,2,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,0,3,11,1,39,36,11,1,4698,30-45,Low,Very Inactive
5985,1965,Master,Single,33168.0,0,1,2012-10-13,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,3,11,0,60,122,17,0,4988,45-60,Low,Very Inactive
4754,1966,Master,Married,33585.0,0,1,2013-09-25,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,3,11,0,59,122,11,0,4641,45-60,Low,Very Inactive
4002,1960,PhD,Married,77037.0,0,1,2013-10-13,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,3,11,0,65,1123,30,0,4623,60+,Low,Very Inactive
8870,1984,Graduate,Together,35196.0,1,0,2012-11-13,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,3,11,1,41,497,26,1,4957,30-45,Low,Very Inactive
966,1966,Graduate,Married,44529.0,0,1,2013-07-05,98,538,13,91,17,6,26,6,6,2,11,5,0,1,0,0,0,0,3,11,0,59,691,30,1,4723,45-60,Low,Very Inactive
4767,1965,2n Cycle,Married,70924.0,0,0,2014-04-07,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,3,11,0,60,1363,23,1,4447,45-60,Low,Very Inactive
9725,1966,PhD,Together,28764.0,1,1,2014-06-05,16,8,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,3,11,0,59,12,12,1,4388,45-60,Low,Very Inactive
4475,1949,PhD,Married,69098.0,0,0,2013-02-16,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,3,11,0,76,2440,30,0,4862,60+,Low,Very Inactive
5740,1970,2n Cycle,Divorced,25959.0,1,1,2013-02-14,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,0,3,11,1,55,56,13,1,4864,45-60,Low,Very Inactive
5731,1983,Master,Married,27100.0,1,0,2013-04-05,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,3,11,0,42,37,12,0,4814,30-45,Low,Very Inactive
7290,1985,Graduate,Single,70596.0,0,0,2012-10-05,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,3,11,0,40,968,23,0,4996,30-45,Low,Very Inactive
3846,1974,Graduate,Married,42557.0,0,1,2012-08-29,98,192,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0,3,11,0,51,270,23,0,5033,45-60,Low,Very Inactive
8104,1951,PhD,Married,53312.0,0,0,2013-08-09,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,3,11,0,74,278,19,0,4688,60+,Low,Very Inactive
4507,1952,Graduate,Single,72228.0,0,0,2012-11-27,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,3,11,0,73,1250,25,0,4943,60+,Low,Very Inactive
11013,1987,Graduate,Together,67605.0,0,0,2013-03-31,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,38,938,18,0,4819,30-45,Low,Very Inactive
4491,1949,Master,Married,62845.0,1,1,2012-10-01,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,3,11,0,76,1178,36,1,5000,60+,Low,Very Inactive
3759,1958,Graduate,Together,65196.0,0,2,2013-07-25,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,3,11,0,67,1155,31,1,4703,60+,Low,Very Inactive
1162,1987,PhD,Single,42000.0,0,0,2013-01-10,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,3,11,1,38,653,25,1,4899,30-45,Low,Very Inactive
2055,1973,PhD,Divorced,35860.0,1,1,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,0,52,49,11,1,4405,45-60,Low,Very Inactive
10766,1964,PhD,Married,65526.0,0,1,2014-04-11,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,3,11,0,61,506,19,0,4443,60+,Low,Very Inactive
4415,1961,Graduate,Married,16860.0,1,1,2012-09-12,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,3,11,0,64,38,15,0,5019,60+,Low,Very Inactive
3005,1992,Graduate,Single,83528.0,0,0,2014-05-01,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,3,11,1,33,1650,24,3,4423,30-45,Low,Very Inactive
2223,1965,2n Cycle,Divorced,64176.0,0,1,2012-08-03,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,3,11,0,60,1826,39,0,5059,45-60,Low,Very Inactive
4817,1956,Graduate,Divorced,22304.0,0,0,2012-08-04,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,69,18,12,0,5058,60+,Low,Very Inactive
2875,1978,Graduate,Married,67023.0,0,0,2014-03-04,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,3,11,0,47,906,26,0,4481,45-60,Low,Very Inactive
10536,1971,PhD,Together,32892.0,1,0,2014-05-25,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,3,11,0,54,46,16,0,4399,45-60,Low,Very Inactive
11112,1966,Graduate,Together,70713.0,0,1,2012-12-03,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,3,11,0,59,1477,28,0,4937,45-60,Low,Very Inactive
3807,1955,Graduate,Together,59925.0,0,1,2012-11-30,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,3,11,0,70,766,29,0,4940,60+,Low,Very Inactive
9197,1953,Graduate,Married,39722.0,0,1,2014-02-24,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,3,11,0,72,47,12,0,4489,60+,Low,Very Inactive
10832,1958,Graduate,Together,46610.0,0,0,2013-07-18,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,3,11,0,67,467,20,0,4710,60+,Low,Very Inactive
6421,1961,Graduate,Together,88347.0,0,0,2013-07-03,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,3,11,0,64,2116,22,1,4725,60+,Low,Very Inactive
4207,1981,PhD,Married,87171.0,0,0,2013-05-01,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,3,11,0,44,1298,27,2,4788,30-45,Low,Very Inactive
577,1976,2n Cycle,Together,26907.0,1,1,2013-08-20,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,3,11,0,49,22,13,0,4677,45-60,Low,Very Inactive
10855,1968,Master,Single,50014.0,1,0,2014-01-22,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,3,11,0,57,396,20,0,4522,45-60,Low,Very Inactive
3081,1978,PhD,Married,41014.0,1,0,2013-04-22,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,47,20,11,0,4797,45-60,Low,Very Inactive
3535,1965,Graduate,Single,66294.0,0,0,2014-03-17,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,3,11,0,60,967,15,0,4468,45-60,Low,Very Inactive
247,1971,Graduate,Married,36715.0,1,0,2012-11-17,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,3,11,1,54,357,28,1,4953,45-60,Low,Very Inactive
8707,1956,Graduate,Married,79456.0,0,0,2012-08-22,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1,69,1401,19,1,5040,60+,Low,Very Inactive
9523,1982,Graduate,Together,40479.0,1,0,2013-08-17,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,3,11,0,43,15,8,0,4680,30-45,Low,Very Inactive
6072,1970,Master,Single,75345.0,0,0,2013-02-02,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,3,11,1,55,2087,23,2,4876,45-60,Low,Very Inactive
6295,1977,Graduate,Married,54233.0,0,1,2013-02-04,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,3,11,0,48,981,34,0,4874,45-60,Low,Very Inactive
10914,1970,Graduate,Single,24163.0,1,1,2013-10-12,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,3,11,0,55,17,10,0,4624,45-60,Low,Very Inactive
1509,1958,PhD,Together,84460.0,0,0,2013-01-04,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,3,11,1,67,523,27,5,4905,60+,Low,Very Inactive
5577,1983,Graduate,Together,43776.0,1,0,2014-05-03,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,3,11,0,42,23,10,0,4421,30-45,Low,Very Inactive
7348,1958,PhD,Single,71691.0,0,0,2014-03-17,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,3,11,1,67,1192,19,1,4468,60+,Low,Very Inactive
1127,1973,PhD,Married,85844.0,0,0,2014-05-29,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,3,11,0,52,1958,22,1,4395,45-60,Low,Very Inactive
1833,1974,PhD,Single,39190.0,1,0,2014-04-26,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,3,11,0,51,133,14,0,4428,45-60,Low,Very Inactive
4944,1959,Graduate,Together,71367.0,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,66,777,19,0,4674,60+,Low,Very Inactive
9080,1972,PhD,Single,38578.0,1,1,2013-06-22,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,3,11,0,53,73,17,0,4736,45-60,Low,Very Inactive
6466,1965,PhD,Married,57236.0,1,1,2014-03-12,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,3,11,0,60,121,13,0,4473,45-60,Low,Very Inactive
9964,1979,Graduate,Single,61825.0,0,1,2013-08-07,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,3,11,0,46,424,19,0,4690,45-60,Low,Very Inactive
4790,1958,Graduate,Divorced,79803.0,0,1,2014-06-02,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,3,11,0,67,868,14,0,4391,60+,Low,Very Inactive
10245,1986,2n Cycle,Single,80910.0,0,0,2012-10-31,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,3,11,0,39,756,16,0,4970,30-45,Low,Very Inactive
1109,1982,Master,Together,27590.0,1,0,2013-04-23,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,43,12,11,0,4796,30-45,Low,Very Inactive
6001,1979,Graduate,Married,56775.0,0,1,2013-01-02,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,3,11,0,46,937,30,0,4907,45-60,Low,Very Inactive
5538,1975,Graduate,Divorced,83829.0,0,0,2013-10-08,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1,50,1862,18,4,4628,45-60,Low,Very Inactive
10552,1979,2n Cycle,Married,54210.0,0,1,2013-05-20,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,3,11,0,46,367,19,0,4769,45-60,Low,Very Inactive
1545,1986,Graduate,Married,38508.0,1,0,2013-08-02,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,3,11,0,39,443,28,0,4695,30-45,Low,Very Inactive
7409,1970,Graduate,Together,53187.0,1,0,2013-10-26,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,3,11,0,55,267,18,0,4610,45-60,Low,Very Inactive
4444,1972,Graduate,Married,30023.0,1,0,2014-03-24,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,3,11,0,53,61,14,0,4461,45-60,Low,Very Inactive
146,1960,PhD,Single,76045.0,0,0,2013-11-15,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,3,11,0,65,1323,23,1,4590,60+,Low,Very Inactive
6271,1952,PhD,Married,50870.0,0,1,2014-06-19,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,3,11,0,73,63,11,0,4374,60+,Low,Very Inactive
10065,1970,2n Cycle,Married,15315.0,0,0,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,55,64,13,0,4694,45-60,Low,Very Inactive
4741,1974,2n Cycle,Married,65463.0,1,0,2014-01-30,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,3,11,0,51,562,24,1,4514,45-60,Low,Very Inactive
246,1965,Graduate,Married,66480.0,1,1,2014-05-31,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,3,11,0,60,312,23,0,4393,45-60,Low,Very Inactive
375,1954,Graduate,Divorced,76773.0,0,0,2013-02-25,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,3,11,0,71,1156,17,0,4853,60+,Low,Very Inactive
1524,1983,2n Cycle,Single,81698.0,0,0,2013-03-01,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,3,11,1,42,1104,21,2,4849,30-45,Low,Very Inactive
10022,1973,PhD,Single,54466.0,1,1,2014-02-09,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,3,11,0,52,16,9,0,4504,45-60,Low,Very Inactive
7451,1960,Master,Single,98777.0,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,65,2008,20,1,4496,60+,Low,Very Inactive
11010,1984,PhD,Single,16269.0,1,0,2013-08-30,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,3,11,0,41,44,17,0,4667,30-45,Low,Very Inactive
4356,1971,Graduate,Together,71819.0,0,1,2013-08-28,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,3,11,0,54,1574,20,2,4669,45-60,Low,Very Inactive
3885,1983,PhD,Married,33569.0,1,0,2013-10-16,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,3,11,1,42,63,13,2,4620,30-45,Low,Very Inactive
1175,1983,Master,Married,36262.0,0,0,2013-09-20,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,3,11,1,42,426,18,2,4646,30-45,Low,Very Inactive
880,1966,Basic,Together,22634.0,0,0,2013-01-16,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,3,11,0,59,96,14,0,4893,45-60,Low,Very Inactive
2320,1978,2n Cycle,Married,47025.0,0,1,2013-09-12,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,3,11,0,47,635,32,0,4654,45-60,Low,Very Inactive
850,1968,Graduate,Single,70566.0,0,1,2013-10-06,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,3,11,0,57,757,25,0,4630,45-60,Low,Very Inactive
4713,1979,PhD,Married,31605.0,1,0,2012-11-22,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,3,11,0,46,125,16,0,4948,45-60,Low,Very Inactive
675,1973,Master,Divorced,52034.0,1,1,2013-05-17,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,3,11,0,52,332,23,0,4772,45-60,Low,Very Inactive
5025,1979,Graduate,Single,48526.0,1,0,2013-12-24,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,3,11,0,46,135,11,0,4551,45-60,Low,Very Inactive
2308,1954,Graduate,Married,46734.0,0,1,2012-11-18,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,3,11,0,71,330,21,0,4952,60+,Low,Very Inactive
5995,1962,Graduate,Divorced,39552.0,1,1,2012-12-18,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,3,11,1,63,384,28,1,4922,60+,Low,Very Inactive
6749,1966,Graduate,Single,86358.0,1,1,2012-08-08,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,3,11,0,59,1722,26,0,5054,45-60,Low,Very Inactive
